id,year,effyear,y,logy,w,x1,x2
732,2013,,23.380413,3.1518986,0,12,0
732,2014,,29.272058,3.3766334,0,12,0
732,2015,,31.737911,3.4575119,0,12,0
732,2016,,37.22821,3.6170669,0,12,0
793,2011,,15.369293,2.7323716,0,14,0
793,2012,,17.762974,2.8771162,0,14,0
793,2013,,18.215801,2.9022894,0,14,0
793,2014,,15.650324,2.7504916,0,14,0
793,2015,,14.033938,2.6414785,0,14,0
793,2016,,14.864465,2.6989734,0,14,0
797,2011,2015,3.3424914,1.2067164,0,10,0
797,2012,2015,1.9839535,.68509156,0,10,0
797,2013,2015,2.4834182,.90963596,0,10,0
797,2014,2015,3.5351441,1.2627541,0,10,0
797,2015,2015,2.2887762,.82801723,1,10,0
797,2016,2015,4.4519253,1.4933367,1,10,0
800,2011,2014,21.746567,3.0794559,0,11,0
800,2012,2014,14.182861,2.6520343,0,11,0
800,2013,2014,19.406755,2.9656212,0,11,0
800,2014,2014,22.309811,3.1050265,1,11,0
800,2015,2014,14.048668,2.6425276,1,11,0
800,2016,2014,13.075646,2.5707514,1,11,0
813,2011,,67.845123,4.2172275,0,13,0
813,2012,,56.291218,4.0305386,0,13,0
813,2013,,59.783501,4.0907297,0,13,0
813,2014,,43.475735,3.772203,0,13,0
813,2015,,55.061382,4.0084486,0,13,0
813,2016,,43.186089,3.7655184,0,13,0
823,2011,,3.3746772,1.2162997,0,10,0
823,2012,,3.1659017,1.1524379,0,10,0
823,2013,,1.9474127,.6665017,0,10,0
823,2014,,3.4000826,1.2237997,0,10,0
823,2015,,2.8605037,1.0509977,0,10,0
823,2016,,2.7247849,1.0023894,0,10,0
827,2011,,14.967535,2.7058835,0,12,0
827,2012,,17.872328,2.8832536,0,12,0
827,2013,,16.916706,2.8283017,0,12,0
827,2014,,17.022436,2.8345323,0,12,0
827,2015,,20.064615,2.9989579,0,12,0
827,2016,,17.329645,2.8524187,0,12,0
847,2011,2016,2.5955813,.95381045,0,14,1
847,2012,2016,3.4435897,1.2365144,0,14,1
847,2013,2016,2.3244786,.84349573,0,14,1
847,2014,2016,3.1700997,1.1537631,0,14,1
847,2015,2016,2.7493513,1.0113649,0,14,1
847,2016,2016,3.5174892,1.2577474,1,14,1
851,2011,2016,22.383371,3.1083183,0,12,0
851,2012,2016,21.012468,3.0451159,0,12,0
851,2013,2016,18.787407,2.9331868,0,12,0
851,2014,2016,25.59663,3.2424607,0,12,0
851,2015,2016,20.98414,3.043767,0,12,0
851,2016,2016,27.07024,3.298435,1,12,0
863,2011,,11.638383,2.4543085,0,12,0
863,2012,,17.660694,2.8713415,0,12,0
863,2013,,11.548162,2.4465263,0,12,0
863,2014,,14.852664,2.6981792,0,12,0
863,2015,,12.769777,2.5470812,0,12,0
863,2016,,14.970979,2.7061136,0,12,0
873,2011,2014,4.9787035,1.6051695,0,10,0
873,2012,2014,7.9496069,2.0731225,0,10,0
873,2013,2014,6.7173562,1.9046947,0,10,0
873,2014,2014,7.0239034,1.9493191,1,10,0
873,2015,2014,11.273675,2.4224703,1,10,0
873,2016,2014,7.4013257,2.0016592,1,10,0
891,2011,2014,11.798935,2.4680092,0,12,0
891,2012,2014,15.772812,2.7582877,0,12,0
891,2013,2014,15.317903,2.7290223,0,12,0
891,2014,2014,25.892281,3.2539449,1,12,0
891,2015,2014,20.07724,2.9995868,1,12,0
891,2016,2014,24.904299,3.2150404,1,12,0
908,2011,2014,14.748479,2.6911399,0,10,0
908,2012,2014,15.571891,2.7454674,0,10,0
908,2013,2014,12.218231,2.5029292,0,10,0
908,2014,2014,10.402967,2.3420911,1,10,0
908,2015,2014,11.682182,2.4580648,1,10,0
908,2016,2014,12.530313,2.5281508,1,10,0
910,2011,,2.323246,.8429653,0,13,1
910,2012,,2.2477357,.80992335,0,13,1
910,2013,,3.0503674,1.115262,0,13,1
910,2014,,2.7933843,1.0272539,0,13,1
910,2015,,2.3531308,.85574669,0,13,1
910,2016,,2.4379621,.89116246,0,13,1
916,2011,,19.117844,2.9506221,0,13,0
916,2012,,19.857437,2.9885786,0,13,0
916,2013,,27.132528,3.3007333,0,13,0
916,2014,,17.793344,2.8788245,0,13,0
916,2015,,25.315527,3.2314179,0,13,0
916,2016,,21.605244,3.0729361,0,13,0
919,2011,2014,7.635457,2.0328028,0,12,0
919,2012,2014,7.8587451,2.0616269,0,12,0
919,2013,2014,13.557127,2.6069124,0,12,0
919,2014,2014,14.88178,2.7001376,1,12,0
919,2015,2014,9.8982258,2.2923555,1,12,0
919,2016,2014,11.141536,2.4106801,1,12,0
922,2011,,13.492146,2.6021078,0,12,0
922,2012,,13.548367,2.606266,0,12,0
922,2013,,18.271027,2.9053166,0,12,0
922,2014,,21.911938,3.0870316,0,12,0
922,2015,,14.064051,2.6436219,0,12,0
922,2016,,13.100647,2.5726616,0,12,0
924,2011,,11.307015,2.4254234,0,11,0
924,2012,,12.578028,2.5319514,0,11,0
924,2013,,7.9272962,2.070312,0,11,0
924,2014,,10.671864,2.3676107,0,11,0
924,2015,,8.6796207,2.1609778,0,11,0
924,2016,,10.903209,2.3890572,0,11,0
925,2011,,57.008396,4.0431986,0,15,0
925,2012,,60.352337,4.1001997,0,15,0
925,2013,,81.904839,4.4055581,0,15,0
925,2014,,75.277428,4.3211803,0,15,0
925,2015,,49.805546,3.9081264,0,15,0
925,2016,,59.726711,4.0897794,0,15,0
944,2011,,13.253459,2.5842586,0,13,0
944,2012,,14.613016,2.6819127,0,13,0
944,2013,,17.57799,2.8666475,0,13,0
944,2014,,13.879058,2.6303811,0,13,0
944,2015,,21.816044,3.0826457,0,13,0
944,2016,,11.956691,2.4812911,0,13,0
945,2011,,81.983849,4.4065223,0,14,0
945,2012,,87.066689,4.4666743,0,14,0
945,2013,,96.472382,4.5692568,0,14,0
945,2014,,110.07305,4.7011442,0,14,0
945,2015,,103.90807,4.6435065,0,14,0
945,2016,,108.37593,4.685606,0,14,0
947,2011,,6.3933201,1.8552537,0,13,0
947,2012,,5.9360723,1.7810477,0,13,0
947,2013,,7.0619936,1.9547274,0,13,0
947,2014,,7.8610892,2.0619252,0,13,0
947,2015,,5.6859622,1.7380004,0,13,0
947,2016,,4.9554048,1.6004789,0,13,0
955,2011,2014,4.7880297,1.566119,0,12,0
955,2012,2014,6.0794764,1.8049185,0,12,0
955,2013,2014,6.4126649,1.8582749,0,12,0
955,2014,2014,8.8677788,2.1824243,1,12,0
955,2015,2014,4.5166435,1.5077691,1,12,0
955,2016,2014,7.4949846,2.0142341,1,12,0
965,2011,,7.1706281,1.9699932,0,12,0
965,2012,,5.760324,1.7509937,0,12,0
965,2013,,8.0207291,2.0820293,0,12,0
965,2014,,4.6440506,1.535587,0,12,0
965,2015,,6.6966491,1.9016073,0,12,0
965,2016,,6.4175663,1.8590389,0,12,0
996,2011,,5.2274108,1.6539161,0,11,0
996,2012,,6.5545034,1.8801523,0,11,0
996,2013,,5.2922111,1.6662362,0,11,0
996,2014,,7.2826676,1.9854972,0,11,0
996,2015,,6.2645788,1.8349113,0,11,0
996,2016,,6.0576172,1.8013165,0,11,0
1007,2011,,8.5323668,2.1438668,0,12,0
1007,2012,,11.672728,2.4572551,0,12,0
1007,2013,,8.3355017,2.1205237,0,12,0
1007,2014,,7.1442351,1.9663057,0,12,0
1007,2015,,8.3146563,2.1180198,0,12,0
1007,2016,,9.0422812,2.2019114,0,12,0
1054,2011,,34.130314,3.5301859,0,10,0
1054,2012,,34.846592,3.5509553,0,10,0
1054,2013,,40.581573,3.7033141,0,10,0
1054,2014,,34.859146,3.5513155,0,10,0
1054,2015,,33.740414,3.5186963,0,10,0
1054,2016,,36.054974,3.5850449,0,10,0
1064,2011,,32.750214,3.4889095,0,12,0
1064,2012,,26.114134,3.2624767,0,12,0
1064,2013,,37.41518,3.6220765,0,12,0
1064,2014,,34.972134,3.5545516,0,12,0
1064,2015,,37.886799,3.6346028,0,12,0
1064,2016,,33.263123,3.5044494,0,12,0
1081,2011,,7.168622,1.9697134,0,10,0
1081,2012,,4.8123169,1.5711787,0,10,0
1081,2013,,8.3703251,2.1246927,0,10,0
1081,2014,,7.4553943,2.0089378,0,10,0
1081,2015,,6.1361275,1.8141938,0,10,0
1081,2016,,8.189537,2.1028574,0,10,0
1085,2011,,30.212011,3.4082396,0,12,0
1085,2012,,26.217403,3.2664235,0,12,0
1085,2013,,25.499975,3.2386775,0,12,0
1085,2014,,24.048967,3.1800921,0,12,0
1085,2015,,25.112818,3.2233784,0,12,0
1085,2016,,36.298256,3.5917697,0,12,0
1091,2011,2016,98.527939,4.5903401,0,9,0
1091,2012,2016,119.42541,4.782692,0,9,0
1091,2013,2016,157.99953,5.062592,0,9,0
1091,2014,2016,107.25893,4.6752458,0,9,0
1091,2015,2016,135.59445,4.9096684,0,9,0
1091,2016,2016,207.08107,5.3331103,1,9,0
1094,2011,,96.799637,4.5726433,0,12,0
1094,2012,,164.00656,5.0999064,0,12,0
1094,2013,,169.60431,5.1334682,0,12,0
1094,2014,,110.55477,4.7055111,0,12,0
1094,2015,,156.25069,5.0514617,0,12,0
1094,2016,,92.155563,4.523478,0,12,0
1096,2011,,2.9646122,1.0867462,0,11,0
1096,2012,,2.6580148,.97757947,0,11,0
1096,2013,,3.9374444,1.3705319,0,11,0
1096,2014,,2.7179871,.99989158,0,11,0
1096,2015,,3.7535257,1.3226956,0,11,0
1096,2016,,3.1555183,1.1491528,0,11,0
1098,2011,,20.249813,3.0081456,0,14,0
1098,2012,,17.396406,2.8562636,0,14,0
1098,2013,,18.322004,2.9081028,0,14,0
1098,2014,,22.121105,3.0965321,0,14,0
1098,2015,,21.172192,3.0526886,0,14,0
1098,2016,,22.210438,3.1005623,0,14,0
1102,2011,,23.499186,3.1569657,0,13,0
1102,2012,,20.448364,3.0179029,0,13,0
1102,2013,,11.922086,2.4783926,0,13,0
1102,2014,,17.938766,2.8869641,0,13,0
1102,2015,,13.229176,2.5824246,0,13,0
1102,2016,,14.628497,2.6829715,0,13,0
1107,2011,,1.1679639,.15526193,0,12,0
1107,2012,,1.6520905,.50204146,0,12,0
1107,2013,,1.3948466,.33278441,0,12,0
1107,2014,,2.2079244,.79205292,0,12,0
1107,2015,,1.4238455,.35336137,0,12,0
1107,2016,,1.8051593,.59064883,0,12,0
1142,2011,,12.023882,2.4868948,0,14,1
1142,2012,,17.21303,2.8456666,0,14,1
1142,2013,,20.247906,3.0080514,0,14,1
1142,2014,,20.294704,3.01036,0,14,1
1142,2015,,14.418187,2.6684904,0,14,1
1142,2016,,18.766983,2.9320991,0,14,1
1156,2011,,6.8314195,1.9215325,0,12,1
1156,2012,,6.2754459,1.8366445,0,12,1
1156,2013,,5.8236051,1.7619195,0,12,1
1156,2014,,9.1351433,2.2121289,0,12,1
1156,2015,,5.8826909,1.7720143,0,12,1
1156,2016,,4.2413836,1.4448895,0,12,1
1180,2011,2014,5.0903373,1.6273441,0,13,0
1180,2012,2014,8.5036907,2.1405003,0,13,0
1180,2013,2014,11.368051,2.4308069,0,13,0
1180,2014,2014,11.650504,2.4553494,1,13,0
1180,2015,2014,7.0843577,1.9578892,1,13,0
1180,2016,2014,9.5825176,2.2599404,1,13,0
1190,2011,,15.918278,2.767468,0,12,1
1190,2012,,11.225576,2.4181948,0,12,1
1190,2013,,17.67462,2.8721297,0,12,1
1190,2014,,13.030828,2.567318,0,12,1
1190,2015,,16.777069,2.820013,0,12,1
1190,2016,,19.639818,2.9775591,0,12,1
1204,2011,2014,5.106936,1.6305996,0,8,0
1204,2012,2014,3.0275984,1.1077697,0,8,0
1204,2013,2014,4.2173238,1.4392008,0,8,0
1204,2014,2014,4.8910809,1.5874133,1,8,0
1204,2015,2014,6.560967,1.881138,1,8,0
1204,2016,2014,4.8500366,1.5789863,1,8,0
1249,2011,,5.6373119,1.7294073,0,11,0
1249,2012,,6.8278022,1.9210029,0,11,0
1249,2013,,6.046216,1.7994326,0,11,0
1249,2014,,7.396584,2.0010183,0,11,0
1249,2015,,5.8054276,1.7587932,0,11,0
1249,2016,,5.7321424,1.7460893,0,11,0
1272,2011,2016,162.52785,5.0908494,0,12,0
1272,2012,2016,170.96674,5.141469,0,12,0
1272,2013,2016,116.59246,4.7586846,0,12,0
1272,2014,2016,171.13989,5.1424813,0,12,0
1272,2015,2016,151.22038,5.0187383,0,12,0
1272,2016,2016,122.10573,4.8048873,1,12,0
1311,2011,,7.5040536,2.0154433,0,15,0
1311,2012,,11.0621,2.4035249,0,15,0
1311,2013,,10.159124,2.3183722,0,15,0
1311,2014,,17.578207,2.8666599,0,15,0
1311,2015,,8.8430996,2.1796374,0,15,0
1311,2016,,10.345651,2.3365662,0,15,0
1316,2011,,24.869814,3.2136548,0,8,0
1316,2012,,19.991076,2.995286,0,8,0
1316,2013,,20.427284,3.0168715,0,8,0
1316,2014,,16.055138,2.7760289,0,8,0
1316,2015,,11.77915,2.466331,0,8,0
1316,2016,,14.558048,2.678144,0,8,0
1318,2011,,2.8025885,1.0305434,0,8,0
1318,2012,,2.9966877,1.0975076,0,8,0
1318,2013,,3.5579367,1.2691808,0,8,0
1318,2014,,2.5721998,.94476151,0,8,0
1318,2015,,2.4645262,.90199953,0,8,0
1318,2016,,2.5125246,.92128807,0,8,0
1345,2011,,34.691227,3.5464869,0,12,0
1345,2012,,28.030167,3.3332813,0,12,0
1345,2013,,30.379494,3.4137678,0,12,0
1345,2014,,25.136677,3.224328,0,12,0
1345,2015,,38.528873,3.651408,0,12,0
1345,2016,,33.488628,3.5112059,0,12,0
1397,2011,2014,14.294838,2.6598985,0,12,0
1397,2012,2014,9.9682674,2.2994068,0,12,0
1397,2013,2014,16.984556,2.8323045,0,12,0
1397,2014,2014,28.181614,3.3386698,1,12,0
1397,2015,2014,13.825832,2.6265388,1,12,0
1397,2016,2014,22.442129,3.11094,1,12,0
1434,2011,2014,1.532414,.42684424,0,10,0
1434,2012,2014,2.1520314,.7664122,0,10,0
1434,2013,2014,1.9726381,.67937177,0,10,0
1434,2014,2014,3.2683859,1.1842963,1,10,0
1434,2015,2014,2.5599971,.94000608,1,10,0
1434,2016,2014,3.7109308,1.3112828,1,10,0
1492,2011,,12.204693,2.5018206,0,13,0
1492,2012,,10.682514,2.3686082,0,13,0
1492,2013,,13.565734,2.607547,0,13,0
1492,2014,,10.266455,2.3288817,0,13,0
1492,2015,,12.33884,2.5127521,0,13,0
1492,2016,,12.88156,2.5557969,0,13,0
1496,2011,,117.62935,4.7675385,0,12,0
1496,2012,,148.44833,5.000237,0,12,0
1496,2013,,131.93646,4.8823204,0,12,0
1496,2014,,108.439,4.6861877,0,12,0
1496,2015,,112.24635,4.720696,0,12,0
1496,2016,,120.39077,4.7907429,0,12,0
1506,2011,,2.2458911,.80910236,0,12,0
1506,2012,,2.1025574,.74315441,0,12,0
1506,2013,,2.2080469,.79210842,0,12,0
1506,2014,,2.0992429,.74157673,0,12,0
1506,2015,,2.3162301,.83994091,0,12,0
1506,2016,,2.1525807,.76666743,0,12,0
1515,2011,,41.542095,3.7267072,0,10,0
1515,2012,,55.562157,4.0175023,0,10,0
1515,2013,,45.023064,3.8071749,0,10,0
1515,2014,,47.570652,3.862216,0,10,0
1515,2015,,33.053814,3.498137,0,10,0
1515,2016,,72.161308,4.278904,0,10,0
1520,2011,,9.9089909,2.2934425,0,12,1
1520,2012,,14.132139,2.6484516,0,12,1
1520,2013,,9.67274,2.2693117,0,12,1
1520,2014,,11.984749,2.4836349,0,12,1
1520,2015,,12.581216,2.5322049,0,12,1
1520,2016,,10.439728,2.3456185,0,12,1
1528,2011,,26.905052,3.2923141,0,10,1
1528,2012,,18.491941,2.917335,0,10,1
1528,2013,,17.87163,2.8832145,0,10,1
1528,2014,,14.836246,2.6970732,0,10,1
1528,2015,,17.956461,2.8879499,0,10,1
1528,2016,,21.719757,3.0782223,0,10,1
1554,2011,,12.779396,2.5478342,0,12,0
1554,2012,,15.290727,2.7272465,0,12,0
1554,2013,,14.638765,2.6836731,0,12,0
1554,2014,,15.782723,2.7589159,0,12,0
1554,2015,,13.710146,2.6181362,0,12,0
1554,2016,,20.499275,3.0203896,0,12,0
1575,2011,,5.886332,1.7726331,0,13,0
1575,2012,,5.5328846,1.7107093,0,13,0
1575,2013,,5.9344311,1.7807711,0,13,0
1575,2014,,4.9077706,1.5908198,0,13,0
1575,2015,,7.9524107,2.0734751,0,13,0
1575,2016,,5.3051624,1.6686804,0,13,0
1576,2011,,27.008036,3.2961345,0,11,0
1576,2012,,35.353893,3.5654085,0,11,0
1576,2013,,34.543747,3.5422266,0,11,0
1576,2014,,36.997368,3.6108468,0,11,0
1576,2015,,35.571175,3.5715356,0,11,0
1576,2016,,55.777466,4.0213699,0,11,0
1628,2011,,39.7589,3.6828337,0,12,0
1628,2012,,38.727806,3.6565578,0,12,0
1628,2013,,66.9804,4.2044001,0,12,0
1628,2014,,45.586147,3.8196039,0,12,0
1628,2015,,45.406315,3.8156512,0,12,0
1628,2016,,51.595772,3.9434397,0,12,0
1641,2011,,7.9208541,2.069499,0,12,1
1641,2012,,8.4700298,2.136534,0,12,1
1641,2013,,5.6589966,1.7332466,0,12,1
1641,2014,,7.8124971,2.0557246,0,12,1
1641,2015,,6.3849716,1.853947,0,12,1
1641,2016,,8.423768,2.1310573,0,12,1
1644,2011,,45.496288,3.8176308,0,12,1
1644,2012,,56.108189,4.0272818,0,12,1
1644,2013,,58.371418,4.0668263,0,12,1
1644,2014,,68.199837,4.2224422,0,12,1
1644,2015,,81.723282,4.4033389,0,12,1
