stfips,year,_nfd,post,asmrs,pcinc,asmrh,cases,weight,copop
1,1989,1971,1,41.666885,26735.59635623718,5.2763786,.0213948730317313,1715156,2097952
1,1990,1971,1,40.95203,26925.45935018445,5.4581652,.0216022974273794,1715156,2109548
1,1991,1971,1,39.238834,27108.99285778479,6.5545397,.0226831016766896,1715156,2134265
1,1992,1971,1,37.874073,28096.81324596875,4.8259931,.023619105714198,1715156,2160659
1,1993,1971,1,43.123974,28268.87888973701,5.8639994,.0235231552653122,1715156,2190193
1,1994,1971,1,46.042503,28996.31210192345,5.0067058,.0224034254665935,1715156,2212954
1,1995,1971,1,33.598522,29685.67486072138,5.1232181,.0201278011133841,1715156,2230497
1,1996,1971,1,40.410172,29922.27277559567,4.7924223,.0183793879527458,1715156,2247223
4,1964,1973,0,73.528717,15551.31593763479,3.0832183,.0128826519670257,744813,744813.0005550385
4,1965,1973,0,82.431198,15962.68926047735,3.0058677,.0122251073489541,744813,769209.3327484131
4,1966,1973,0,59.255363,16581.27010182433,5.0742898,.0121804928036038,744813,793605.000705719
4,1967,1973,0,81.493416,17214.60320179292,3.8368979,.0123268033602329,744813,818000.6639728546
4,1968,1973,0,72.936737,18610.39336551405,5.3943849,.0121775713146984,744813,842395.6689090729
4,1969,1973,0,81.311867,20097.64325799761,3.6266561,.0127000424937077,744813,866795
4,1970,1973,0,61.680107,21109.88728183204,3.9523349,.0153421210961002,744813,914150
4,1971,1973,0,103.90614,21886.98255888778,4.2983394,.0179289239265526,744813,961505
4,1972,1973,0,101.92252,22979.02531498854,3.9124825,.0184279922120799,744813,1017302
4,1973,1973,1,72.253426,23596.8917016096,5.6724834,.0185419424858186,744813,1075584
4,1974,1973,1,87.002365,23114.63247541273,4.7677855,.018148025752776,744813,1125678
4,1975,1973,1,80.898239,22327.28104814307,4.6402826,.0178349583845211,744813,1157502
4,1976,1973,1,100.65567,22907.77164102938,4.0241504,.0161217888627235,744813,1189441
4,1977,1973,1,102.80804,23409.96154539856,5.7669468,.0151082567326278,744813,1230624
4,1978,1973,1,87.903336,24924.88779387862,4.2550535,.0135701418381963,744813,1277136
4,1979,1973,1,80.587608,25564.1158115468,3.9977417,.0128799945636387,744813,1339131
4,1980,1973,1,70.881271,25534.172095729,5.1440735,.0138328924816184,744813,1388978
4,1981,1973,1,71.159615,25957.76197509767,4.0773487,.0159901484762363,744813,1426446
4,1982,1973,1,81.307442,25202.94498614371,4.1528935,.0151155176943644,744813,1466644
4,1983,1973,1,74.318184,25846.2844895304,3.2986858,.0164883724019741,744813,1505470
4,1984,1973,1,59.355999,27230.12207777268,3.9813461,.0167664960756345,744813,1554986
4,1985,1973,1,68.187279,28145.96485090756,3.8177066,.0157287117498054,744813,1613848
4,1986,1973,1,81.548447,29174.69415442517,4.3164101,.0160573428153509,744813,1675874
4,1987,1973,1,79.785522,29366.23515164888,3.6138186,.017107357591588,744813,1740411
4,1988,1973,1,64.340546,29673.94148585948,4.8473659,.0185053297592365,744813,1789543
4,1989,1973,1,60.680202,29836.9040835937,4.7390079,.020374089059989,744813,1832585
4,1990,1973,1,56.361282,29284.20452412534,3.6752903,.0244409038269794,744813,1863454
4,1991,1973,1,55.507233,28869.35976196762,4.3727126,.0290023866016202,744813,1915555
4,1992,1973,1,53.641991,29052.34538260768,4.0572376,.0330839360196404,744813,1978503
4,1993,1973,1,59.45742,29398.38251776082,4.2896757,.0346053710786822,744813,2052350
4,1994,1973,1,57.458298,30254.22344859077,3.9769106,.0335897106459852,744813,2140400
4,1995,1973,1,67.198303,30785.25511686361,4.3484674,.0304528998494516,744813,2231840
4,1996,1973,1,50.808468,31404.0350297117,3.4126935,.0268083355224353,744813,2306882
5,1964,,0,50.640495,11637.65420249913,3.4426708,.0074772227421841,937959.69,937959.6643238068
5,1965,,0,52.20787,12103.92686258418,3.0161192,.0077866636195368,937959.69,945655.3358135223
5,1966,,0,38.315044,13020.64753064732,2.4629204,.0080296557121767,937959.69,953340.999215126
5,1967,,0,37.812538,13419.8249584957,3.9291124,.009174258879214,937959.69,961022.2234563828
5,1968,,0,33.506088,13967.91251043242,3.0763228,.0098068700524757,937959.69,968708.6653709412
5,1969,,0,35.092941,14831.20880118128,3.4320467,.0105141056285285,937959.69,976466
5,1970,,0,46.174759,15410.21771573739,4.0204673,.0136492391574327,937959.69,995782
5,1971,,0,48.643524,16086.52761548568,4.1474047,.018397416574561,937959.69,1015138
5,1972,,0,56.250359,17225.67823761905,4.7246947,.0209130212121066,937959.69,1038165
5,1973,,0,46.958908,18803.62876887559,3.8540525,.0233403642081265,937959.69,1059138
5,1974,,0,48.406815,18717.64479340743,4.1083646,.0260697953381377,937959.69,1080970
5,1975,,0,34.737595,18538.1975699364,3.3211408,.0301293560546403,937959.69,1111145
5,1976,,0,54.560555,19256.76526864043,3.353976,.0300488893263773,937959.69,1117490
5,1977,,0,43.740124,19781.90032769684,3.2110882,.0269581054865963,937959.69,1138192
5,1978,,0,41.510712,21150.150932751,5.1235466,.0256743577195564,937959.69,1156582
5,1979,,0,42.917004,20897.60343496947,4.6751628,.0251675981626065,937959.69,1171950
5,1980,,0,50.517029,20118.07368298582,6.0491366,.0249789801365108,937959.69,1183008
5,1981,,0,34.026638,20756.51932829089,3.6323771,.0243577992739423,937959.69,1185948
5,1982,,0,25.051392,20580.91999231099,4.1344914,.0189922173711242,937959.69,1187131
5,1983,,0,36.122257,20885.6208675995,3.2298439,.0188633300511875,937959.69,1193325
5,1984,,0,42.433601,22192.7283482164,3.8765824,.0186111707972232,937959.69,1200726
5,1985,,0,48.357357,22793.83753645701,5.0293145,.0181809150960521,937959.69,1204624
5,1986,,0,47.848808,23478.07327609469,4.7499046,.0188474861645896,937959.69,1207650
5,1987,,0,41.247288,23490.28209030401,4.5121408,.0188164685696511,937959.69,1213042
5,1988,,0,45.517685,24299.36259180172,4.681457,.0195123599153292,937959.69,1213641
5,1989,,0,33.31609,24948.09910704034,4.4862409,.0197374916287251,937959.69,1215466
5,1990,,0,38.884209,24900.51493732112,5.2574034,.0205096921313348,937959.69,1220423
5,1991,,0,34.793411,25107.00696675333,6.0748763,.0213520309870009,937959.69,1232775
5,1992,,0,38.689915,26354.08936589069,6.1267467,.0214285638020865,937959.69,1248781
5,1993,,0,39.491631,26552.72171530196,5.3025899,.0208724122530475,937959.69,1268800
5,1994,,0,53.226971,27191.41616236911,5.6846371,.019994289066476,937959.69,1287005
5,1995,,0,45.808216,27758.79136424357,4.8121839,.01821006147714,937959.69,1306773
5,1996,,0,40.574982,28287.52621795734,4.477706,.0169329273006609,937959.69,1323703
6,1964,1970,0,112.81311,21809.29980124281,2.48242,.0132305077826905,8837580,8837579.674730301
6,1965,1970,0,123.48703,22383.36474955825,2.7796576,.0152911516672291,8837580,9076856.103048801
6,1966,1970,0,127.05441,23276.72155715719,2.8800328,.0171828280422436,8837580,9316132.339010358
6,1967,1970,0,131.78098,23945.53106688182,3.3333793,.0197096192222166,8837580,9555401.918726325
6,1968,1970,0,115.12333,24975.73760143545,2.8622172,.0217975481689252,8837580,9794679.582558155
6,1969,1970,0,128.14378,25867.48689083314,3.3480926,.0271245165466029,8837580,10033973
6,1970,1970,1,134.44348,26207.92506039448,3.2120838,.0363649164515635,8837580,10179225
6,1971,1970,1,137.556,26347.31495651694,3.7868392,.0436567211523439,8837580,10324487
6,1972,1970,1,135.66379,27750.57254980351,3.3423407,.0427080656289563,8837580,10439843
6,1973,1970,1,112.53178,28242.38544951944,4.120832,.0400057729146833,8837580,10586218
6,1974,1970,1,114.69662,28229.75281608364,4.3446999,.0387241652779125,8837580,10739842
6,1975,1970,1,111.08791,28334.74298032539,4.6620197,.0412710135785162,8837580,10925396
6,1976,1970,1,104.63169,29186.03486028315,4.2519608,.0420713628516953,8837580,11125527
6,1977,1970,1,100.7278,29865.97922556741,4.9555836,.0420563548896219,8837580,11335130
6,1978,1970,1,84.400909,31176.291184078,4.3764124,.0411226684650592,8837580,11583678
6,1979,1970,1,80.795746,31692.7824135078,4.4115381,.0392337331804109,8837580,11793342
6,1980,1970,1,69.641052,31626.61972260025,4.7750463,.0403602686957608,8837580,12059240
6,1981,1970,1,73.342163,31798.561239863,4.6020923,.0426159017540091,8837580,12290510
6,1982,1970,1,74.432533,31369.45287460368,3.8723352,.0410780801274416,8837580,12538867
6,1983,1970,1,62.964329,31849.91449133722,3.923842,.0425591279672768,8837580,12792945
6,1984,1970,1,66.585022,33376.41576366821,4.28335,.0420056305274004,8837580,13014293
6,1985,1970,1,61.408043,34106.33468418012,4.1372242,.0418312026967534,8837580,13292428
6,1986,1970,1,60.349945,35121.16682566488,4.2249675,.0419283981134823,8837580,13601569
6,1987,1970,1,58.9715,35737.00531289647,3.9576333,.0420834085015107,8837580,13918789
6,1988,1970,1,53.861191,36557.20682172595,3.9266813,.0414423203337308,8837580,14243974
6,1989,1970,1,51.729641,36767.03091872986,3.8362195,.0419198146266361,8837580,14599005
6,1990,1970,1,50.863667,36588.65077035817,3.9949949,.0446949069369316,8837580,14958261
6,1991,1970,1,48.656155,35858.23004822851,4.3799548,.0494219033473647,8837580,15219485
6,1992,1970,1,52.302261,36292.58553203963,4.0052886,.0529361704758175,8837580,15475759
6,1993,1970,1,48.010719,35914.14790656849,4.3162022,.0558471416483134,8837580,15635748
6,1994,1970,1,46.338989,36047.35719006356,3.5102417,.058144810980422,8837580,15754100
6,1995,1970,1,42.699703,36769.36535437233,3.5461681,.0576945363875842,8837580,15868201
6,1996,1970,1,42.377781,37698.24637462932,2.9946332,.0551138439404186,8837580,16038242
8,1964,1971,0,111.42776,17747.09974942708,1.903312,.0106110424680179,976404.25,976404.2221010923
8,1965,1971,0,107.10672,18511.88814277581,2.1255455,.0112838658513286,976404.25,999679.5556260347
8,1966,1971,0,91.914711,19123.69037795073,2.2960351,.0122196150479546,976404.25,1022938.66194737
8,1967,1971,0,101.66615,19616.36158362661,2.293539,.0132624233708229,976404.25,1046188.891128659
8,1968,1971,0,103.62515,20315.91248413059,3.2045724,.0136051255844868,976404.25,1069449.885607123
8,1969,1971,0,90.482597,21358.93218252925,2.6879084,.0147550119000887,976404.25,1092849
8,1970,1971,0,97.627716,22418.70029330563,3.1430552,.0194499699201377,976404.25,1128108
8,1971,1971,1,106.93221,23388.93122339556,2.0564504,.0243064658416717,976404.25,1163401
8,1972,1971,1,101.00241,24613.72205284182,2.986562,.0253089002268977,976404.25,1211853
8,1973,1971,1,101.03717,25485.56659514352,3.6470306,.0242520957610357,976404.25,1256266
8,1974,1971,1,101.9136,25500.00879191608,2.6598558,.023334761659757,976404.25,1278886
8,1975,1971,1,95.989311,25503.59565269912,3.5762124,.0241774437184178,976404.25,1301299
8,1976,1971,1,97.031868,26078.09275232994,3.3403385,.0243154439649733,976404.25,1323449
8,1977,1971,1,96.303543,26696.59875116828,3.0607183,.0233344295965506,976404.25,1356122
8,1978,1971,1,86.326363,28099.02494912965,3.5008621,.0209322128070682,976404.25,1391846
8,1979,1971,1,73.939583,28594.5483593178,2.8372419,.0189408808434299,976404.25,1434239
8,1980,1971,1,71.044472,28870.82821876079,3.1865642,.0193501977457238,976404.25,1465097
8,1981,1971,1,86.413315,29654.5930319338,4.3331141,.0193982215252173,976404.25,1498475
8,1982,1971,1,61.912037,29834.10893201565,2.8876543,.0171477292450039,976404.25,1542211
8,1983,1971,1,74.23777,30042.25217327494,2.7189641,.0188458549955388,976404.25,1579556
8,1984,1971,1,65.972305,31127.0532336366,3.1439402,.0184959781833648,976404.25,1598780
8,1985,1971,1,76.055641,31417.0483635022,2.8698874,.0171554196579801,976404.25,1616904
8,1986,1971,1,73.901184,31801.13620148701,3.0433085,.0181417603734417,976404.25,1631241
8,1987,1971,1,61.437832,31689.55606603589,3.5238059,.0193621835529076,976404.25,1642876
8,1988,1971,1,74.623787,32331.39288212329,3.6362295,.0202205848813908,976404.25,1644265
8,1989,1971,1,51.648689,33388.66111774783,3.083297,.0206575317426404,976404.25,1652194
8,1990,1971,1,57.927933,33386.8883681857,1.5856574,.0215405161322026,976404.25,1668681
8,1991,1971,1,60.699646,33330.27085249257,3.183907,.0234744150838397,976404.25,1705914
8,1992,1971,1,70.495178,34259.67487892189,3.3361692,.0240069790465435,976404.25,1756878
8,1993,1971,1,64.720413,35033.38538222306,3.1527953,.0234625783943946,976404.25,1813480
8,1994,1971,1,62.835842,35869.62550161848,2.4426794,.0219566019052517,976404.25,1866595
8,1995,1971,1,59.399109,37046.13045285711,2.5974581,.0196791051583116,976404.25,1914916
8,1996,1971,1,53.066704,37986.73106127138,3.022275,.0176308549786201,976404.25,1959472
9,1964,1973,0,52.515102,21505.76498020094,1.1045877,.0102271933517448,1407318.4,1407318.329833984
9,1965,1973,0,61.89867,22294.36528733336,1.4465458,.0101056694897912,1407318.4,1436396.669677734
9,1966,1973,0,51.487251,23400.14001716333,1.7587868,.0091164980743041,1407318.4,1465474.998306274
9,1967,1973,0,55.066105,24678.06737334109,1.9309436,.009534621231299,1407318.4,1494553.339279175
9,1968,1973,0,55.250519,24998.86328439974,1.1740633,.0114200828973949,1407318.4,1523631.672058105
9,1969,1973,0,63.969292,27095.58400156132,2.1547713,.013197356020549,1407318.4,1552710
9,1970,1973,0,47.788067,27231.75459356333,2.1770861,.0153668790438595,1407318.4,1564512
9,1971,1973,0,53.13208,27272.75807303183,1.498662,.0186899627866022,1407318.4,1576314
9,1972,1973,0,47.559387,28467.28643486831,1.7221937,.0203164030765259,1407318.4,1580484
9,1973,1973,1,54.089691,29138.23613251597,2.058589,.0218277077397595,1407318.4,1581522
9,1974,1973,1,38.02047,28855.49413854667,2.411515,.0231502845473614,1407318.4,1586262
9,1975,1973,1,53.048019,28548.04860089997,2.1506293,.0253514347807249,1407318.4,1592543
9,1976,1973,1,44.133053,29127.32521007388,1.7257315,.0266933396093198,1407318.4,1593375
9,1977,1973,1,35.198158,30141.87741702761,2.6402633,.0276260137440683,1407318.4,1596228
9,1978,1973,1,54.128548,31363.57496332984,2.5284827,.0282795424148099,1407318.4,1600518
9,1979,1973,1,37.264015,32134.96615102302,2.2035189,.0287825525094091,1407318.4,1604395
9,1980,1973,1,33.974567,32759.17311253235,1.9049116,.0301141368757888,1407318.4,1612742
9,1981,1973,1,39.108883,33424.1009771743,2.3164465,.0303030256268446,1407318.4,1620072
9,1982,1973,1,32.448936,33926.07470757393,2.6711946,.0268289568815666,1407318.4,1625175
9,1983,1973,1,26.609795,34542.78356878999,1.7037345,.0268913434108854,1407318.4,1636707
9,1984,1973,1,32.189007,36957.72074600103,2.8232858,.026322232980773,1407318.4,1645203
9,1985,1973,1,24.267166,38095.51053504957,1.6820135,.0249395901106968,1407318.4,1655634
9,1986,1973,1,29.373531,40026.25722405892,2.8667197,.0239600071576631,1407318.4,1665348
9,1987,1973,1,30.06876,42018.86302650529,2.5208135,.0228155859945595,1407318.4,1676796
9,1988,1973,1,27.915848,44371.04636582796,1.9853793,.0222276291674121,1407318.4,1688158
9,1989,1973,1,31.198538,46010.17919432674,2.5664527,.0232104719940833,1407318.4,1693291
9,1990,1973,1,30.569002,44986.46481563075,2.0168226,.0265811723027413,1407318.4,1696837
9,1991,1973,1,27.535404,43585.10662765289,1.800995,.0310928913616857,1407318.4,1702975
9,1992,1973,1,26.254032,45777.36425746908,1.9824327,.0328261799403533,1407318.4,1702805
9,1993,1973,1,33.371082,46092.1958344395,2.7997861,.0338102603990346,1407318.4,1707354
9,1994,1973,1,35.650551,46225.56069300028,2.7934747,.0349839530523291,1407318.4,1711125
9,1995,1973,1,30.807703,47442.02596296913,1.9339001,.0353360155733944,1407318.4,1715233
9,1996,1973,1,30.565727,48270.19024470392,2.3475807,.033372778831271,1407318.4,1721785
10,1964,,0,56.489643,21479.93222947397,2.8048451,.0102672478225354,247502.22,247502.2236328125
10,1965,,0,61.092968,22764.79101623632,2.2795749,.0106665470199149,247502.22,253088.7763671875
10,1966,,0,107.96809,22850.92787013602,5.7425103,.01122352867874,247502.22,258675.3313598633
10,1967,,0,61.778046,23285.04751187756,3.6609423,.0132444372115348,247502.22,264261.8892822266
10,1968,,0,82.929504,24039.14744138162,3.820873,.0158731075094819,247502.22,269848.4421386719
10,1969,,0,65.414856,25054.28745264827,2.1864426,.017275703281476,247502.22,275435
10,1970,,0,43.781677,24994.10654168914,3.9467514,.0211745443049323,247502.22,282572
10,1971,,0,55.985764,25523.01316421132,4.6398211,.0266946027450534,247502.22,289709
10,1972,,0,47.52161,26803.1357017384,1.4175742,.030776685721018,247502.22,294246
10,1973,,0,69.34623,27651.30871022276,3.4679027,.0301917660145142,247502.22,297272
10,1974,,0,56.700481,27049.66347640505,5.3385673,.0304294243791321,247502.22,299688
10,1975,,0,81.032784,26674.8374238541,7.2166777,.0336750963065172,247502.22,302939
10,1976,,0,56.368828,27310.9954067246,3.0899062,.0334411163127956,247502.22,305243
10,1977,,0,44.256371,27531.1907803354,2.6773009,.0348340926137591,247502.22,307089
10,1978,,0,72.63562,28131.31525589721,3.2129276,.0353055009918548,247502.22,309017
10,1979,,0,33.097824,28164.15618813631,5.6188955,.0365394652590572,247502.22,309745
10,1980,,0,65.182663,28655.98788015541,4.0945005,.0382851660909539,247502.22,308024
10,1981,,0,40.570492,28758.24474161311,5.3151598,.0373510694265748,247502.22,308561
10,1982,,0,82.207726,29073.29117475104,1.4688263,.0320907267297484,247502.22,310074
10,1983,,0,34.925343,29538.29783005759,2.7501488,.0298120439199257,247502.22,313176
10,1984,,0,49.174343,30946.09422747877,3.6019266,.0299898996927735,247502.22,316162
10,1985,,0,20.728216,32259.23031264037,2.5601749,.0274205028496763,247502.22,319393
10,1986,,0,43.372696,33218.29557086818,3.8543882,.0250981923149726,247502.22,324024
10,1987,,0,69.497688,34194.56763429345,2.8553774,.0235804313995224,247502.22,328574
10,1988,,0,59.858452,35475.57748149226,4.7397399,.0224546102348531,247502.22,333996
10,1989,,0,36.407131,37244.29268426542,4.3894086,.0223889103431469,247502.22,339223
10,1990,,0,44.698715,36631.22739804663,3.8153331,.0245129168732728,247502.22,344859
10,1991,,0,56.240463,36653.76467159406,3.6159098,.0277773037542662,247502.22,351600
10,1992,,0,63.787224,36733.47703803914,3.8040063,.0305150593617781,247502.22,357441
10,1993,,0,47.360916,36635.34066629006,2.415916,.0315555133564694,247502.22,363357
10,1994,,0,32.917614,36718.44753091653,2.1302195,.03088102526007,247502.22,368843
10,1995,,0,39.746185,37336.35979937628,4.4422846,.0280784763224886,247502.22,375145
10,1996,,0,35.169647,38305.8126086179,4.5189753,.0272036426316991,247502.22,381153
11,1964,1977,0,45.422943,24560.48775366491,7.1043959,.0099301977524495,406369.88,406369.8864746094
11,1965,1977,0,34.125793,26076.84243189092,7.4556456,.0110217033247322,406369.88,406516.1135253906
11,1966,1977,0,33.764233,26596.67813132224,7.7001343,.0116976656332042,406369.88,406662.3332519531
11,1967,1977,0,44.12886,27692.27414254237,6.2462101,.0127414559443626,406369.88,406808.5590820313
11,1968,1977,0,41.939713,28456.15288756141,6.309176,.0146617438639405,406369.88,406954.7744140625
11,1969,1977,0,36.694057,27040.26431188888,9.7347326,.0197125529045618,406369.88,407101
11,1970,1977,0,49.980282,28862.49338608486,10.291583,.0313854954910398,406369.88,404380
11,1971,1977,0,80.466309,30969.47347288095,14.801566,.0514582436013302,406369.88,401659
11,1972,1977,0,77.853409,32939.38471770415,15.58503,.0671503275533741,406369.88,397696
11,1973,1977,0,65.60199,33054.11953035646,15.126056,.0758178794503701,406369.88,392458
11,1974,1977,0,46.971909,33193.68733387758,13.783506,.0782832274039661,406369.88,385949
11,1975,1977,0,51.516911,33779.8537309929,15.337993,.0842711190033378,406369.88,380684
11,1976,1977,0,82.026413,34506.59691049821,7.6688333,.0835329699678616,406369.88,373178
11,1977,1977,1,52.612167,35559.82815182743,6.9641223,.0865170253957408,406369.88,365875
11,1978,1977,1,39.173416,36090.87587410045,6.7792253,.0883085717779408,406369.88,359832
11,1979,1977,1,29.747572,35536.83303830681,8.9617319,.0883082141235241,406369.88,352320
11,1980,1977,1,38.048962,34698.04085969947,8.8305817,.0889657570065062,406369.88,342289
11,1981,1977,1,33.117939,34104.84116522866,11.066281,.0825664345005992,406369.88,341853
11,1982,1977,1,40.163757,34453.84918783856,9.561554,.0744700700500694,406369.88,340328
11,1983,1977,1,33.878014,34558.12130967052,5.5651016,.0679952586367551,406369.88,339846
11,1984,1977,1,39.381111,36200.21792952641,9.6073418,.0680229594337588,406369.88,340020
11,1985,1977,1,22.403717,37015.32064376366,4.5326562,.0652095536764843,406369.88,340239
11,1986,1977,1,46.315948,37989.46540826287,8.2617722,.0611569667175161,406369.88,341531
11,1987,1977,1,11.328102,38781.29020487613,9.677804,.0573783895998089,406369.88,340404
11,1988,1977,1,19.082958,41527.10715228248,12.334919,.0545105190007246,406369.88,336724
11,1989,1977,1,18.342953,42848.09656049753,11.545317,.053935736101649,406369.88,333199
11,1990,1977,1,13.218512,43796.02230546131,14.345059,.0591497899302655,406369.88,323226
11,1991,1977,1,17.717154,44490.76691169094,15.87996,.0677791142074625,406369.88,320090
11,1992,1977,1,10.99703,46096.40938362873,11.724996,.071680062798632,406369.88,317629
11,1993,1977,1,16.685886,47049.61442218266,19.134295,.0809939729234163,406369.88,316682
11,1994,1977,1,7.4772353,47616.77080600142,12.253893,.0869487910854731,406369.88,313077
11,1995,1977,1,13.035442,47476.43459683481,11.009219,.0858763007132,406369.88,307908
11,1996,1977,1,23.572178,48822.3907307511,13.37422,.0838462019216536,406369.88,304009
12,1964,1971,0,74.291626,15764.43613113228,5.1834579,.009449196444826,2907919.3,2907919.224713087
12,1965,1971,0,80.652962,16496.68603382666,5.092649,.0093227695097423,2907919.3,3006206.110467434
12,1966,1971,0,80.02652,17161.33686385317,5.3735723,.0102721303966278,2907919.3,3104492.327167988
12,1967,1971,0,78.268135,18073.23182329847,5.2628994,.0113339134473155,2907919.3,3202777.237424374
12,1968,1971,0,82.297012,19425.57369000535,5.8290367,.0120239005802908,2907919.3,3301064.109905243
12,1969,1971,0,89.032959,20960.63041688767,5.9489269,.0138678391254176,2907919.3,3399352
12,1970,1971,0,95.349655,21954.28277310532,5.7280102,.0169662504867944,2907919.3,3552150
12,1971,1971,1,76.850113,22574.74356351087,5.7359953,.0214358101375574,2907919.3,3704949
12,1972,1971,1,81.556129,24009.91514967079,5.9035773,.023060499492557,2907919.3,3889107
12,1973,1971,1,86.807343,24926.81436502713,8.1351833,.0219401339918417,2907919.3,4101593
12,1974,1971,1,92.60527,24315.71984604646,6.4777303,.0189795300875714,2907919.3,4305327
12,1975,1971,1,91.778809,23890.22950435319,6.5914855,.0181629299638026,2907919.3,4424355
12,1976,1971,1,86.437004,24188.37588621907,5.4079823,.0178569791333013,2907919.3,4508172
12,1977,1971,1,89.124329,24896.36305189043,4.321981,.0179455732248155,2907919.3,4611713
12,1978,1971,1,84.845078,26222.95812593449,5.9302297,.0172978205080078,2907919.3,4741686
12,1979,1971,1,79.32959,26507.44111824594,5.7284355,.0171555989327952,2907919.3,4920143
12,1980,1971,1,73.808105,26992.96451835816,5.9186187,.018919439810978,2907919.3,5118558
12,1981,1971,1,60.676353,27522.73763873865,5.6089864,.0192536153880565,2907919.3,5297979
12,1982,1971,1,81.943787,27325.46659725127,5.2489805,.0177441235263454,2907919.3,5442337
12,1983,1971,1,68.954933,28374.8206289775,5.1546326,.0187113976315121,2907919.3,5580832
12,1984,1971,1,64.032646,29527.88062107905,5.7938519,.0176987837371311,2907919.3,5729518
12,1985,1971,1,54.062904,30521.97576055341,5.5217934,.0164053197573177,2907919.3,5885281
12,1986,1971,1,63.119232,31555.28203726433,5.4107337,.0162592595596751,2907919.3,6041009
12,1987,1971,1,60.547318,32120.58814915429,5.6371946,.0170593877911639,2907919.3,6206270
12,1988,1971,1,58.647785,33135.15537460729,5.9217353,.0175751488318587,2907919.3,6362829
12,1989,1971,1,57.799053,34516.57188199104,5.0552483,.0186807037664602,2907919.3,6525517
12,1990,1971,1,51.972424,33967.63356985635,5.6680408,.0209218744358465,2907919.3,6720984
12,1991,1971,1,53.248978,33213.57052551126,4.7261434,.0258047554194462,2907919.3,6889557
12,1992,1971,1,52.029747,33629.60083580259,4.6357603,.0336305327669048,2907919.3,7025305
12,1993,1971,1,57.444038,34162.00931462021,4.3077879,.0353289249751182,2907919.3,7166538
12,1994,1971,1,46.623146,34463.0936913376,4.5352163,.0332277114875324,2907919.3,7323769
12,1995,1971,1,47.729092,35404.98822022034,4.1223493,.0300093645614447,2907919.3,7472498
12,1996,1971,1,47.24295,35901.77355326741,4.0961061,.0266051308708786,2907919.3,7625697
13,1964,1973,0,47.765808,13923.8526418358,5.4835916,.0075986562270543,2150928.5,2150928.556087971
13,1965,1973,0,47.430119,14869.26729600021,6.0831099,.0085014994931672,2150928.5,2184369.55522871
13,1966,1973,0,59.524456,15748.19549678292,6.6946163,.0095123678388738,2150928.5,2217805.670541763
13,1967,1973,0,49.792709,16536.10645892491,6.0364218,.0108532961002031,2150928.5,2251236.224254131
13,1968,1973,0,57.853249,17286.44801580833,7.0839252,.0132549922952084,2150928.5,2284673.778669834
13,1969,1973,0,52.978512,18166.98608842944,4.8782029,.0189448597454875,2150928.5,2318131
13,1970,1973,0,60.334419,18645.30794167815,7.4017868,.0265327747426823,2150928.5,2370967
13,1971,1973,0,47.631474,19292.70759291979,7.2814798,.0343594421526048,2150928.5,2423817
